tweet_id,retweet_count,favourite_count
729854734790754305,1016,3715
729838605770891264,338,1600
729823566028484608,1124,3649
729463711119904772,2090,5316
729113531270991872,288,1737
728986383096946689,739,2886
728760639972315136,1541,4291
728751179681943552,615,2542
728653952833728512,948,3059
728409960103686147,1822,4494
728387165835677696,877,3422
728046963732717569,1085,3934
728035342121635841,1512,4162
728015554473250816,991,3787
727644517743104000,1587,5383
727524757080539137,1086,4105
727314416056803329,673,3062
727175381690781696,1245,3590
727155742655025152,1199,3324
726935089318363137,2204,6300
726887082820554753,1370,3528
726828223124897792,919,3304
726224900189511680,1045,4075
725842289046749185,2418,6519
725786712245440512,1246,3843
725729321944506368,1608,4793
725458796924002305,557,1302
724983749226668032,1170,3440
724771698126512129,568,2152
724405726123311104,1512,4868
724049859469295616,1619,3976
724046343203856385,513,2454
724004602748780546,1392,3832
723912936180330496,1126,3588
723688335806480385,2644,7043
723673163800948736,816,2787
723179728551723008,1691,4860
722974582966214656,1435,3763
722613351520608256,1494,4585
721503162398597120,1647,4226
721001180231503872,551,2344
720785406564900865,700,2860
720775346191278080,567,2252
720415127506415616,1360,3786
720389942216527872,2262,5870
720340705894408192,878,2620
720059472081784833,1020,3553
720043174954147842,1819,4571
719991154352222208,1595,4479
719704490224398336,1299,4177
719551379208073216,1711,4642
719367763014393856,690,2600
719339463458033665,1121,4098
719332531645071360,858,3179
718971898235854848,986,3208
718939241951195136,1586,4801
718631497683582976,7229,17322
718613305783398402,430,2257
718540630683709445,923,2245
718460005985447936,477,2502
718454725339934721,1380,4507
718246886998687744,447,1762
718234618122661888,913,3563
717841801130979328,544,2271
717790033953034240,989,2634
717537687239008257,1663,5311
717428917016076293,408,1476
717421804990701568,759,2890
717047459982213120,1739,5802
717009362452090881,869,2981
716802964044845056,1050,3962
716791146589110272,1459,7743
716730379797970944,397,1133
716447146686459905,5310,11997
716285507865542656,967,2557
716080869887381504,1706,6250
715928423106027520,795,2933
715758151270801409,1286,3416
715733265223708672,1530,4286
715704790270025728,514,2560
715696743237730304,1166,3610
715680795826982913,1444,3965
715360349751484417,1410,5040
715342466308784130,625,2792
715220193576927233,589,2210
715200624753819648,1684,4751
715009755312439296,1107,3818
714982300363173890,934,3431
714962719905021952,3837,6749
714957620017307648,1282,3813
714631576617938945,898,3014
714606013974974464,831,3344
714485234495041536,1010,2454
714258258790387713,670,2819
714251586676113411,761,3026
714214115368108032,799,2114
714141408463036416,1279,4003
713919462244790272,723,3043
713909862279876608,485,1748
713900603437621249,664,2619
713761197720473600,1243,4463
713411074226274305,1187,4093
713177543487135744,2594,6653
713175907180089344,1333,4085
712809025985978368,6086,17534
712717840512598017,4512,11319
712668654853337088,1101,3820
712438159032893441,1421,4904
712309440758808576,24,222
712097430750289920,935,3458
712092745624633345,814,2711
712085617388212225,434,3015
712065007010385924,570,2075
711998809858043904,122,0
711968124745228288,2093,7413
711743778164514816,907,2616
711732680602345472,3696,8076
711694788429553666,16624,30268
711652651650457602,820,3548
711363825979756544,1018,3325
711306686208872448,679,3050
711008018775851008,559,2742
710997087345876993,1261,4216
710844581445812225,612,2351
710833117892898816,475,2464
710658690886586372,513,2142
710609963652087808,2155,4430
710588934686908417,1700,4173
710296729921429505,670,2199
710283270106132480,481,1998
710272297844797440,1142,4149
710269109699739648,1018,2198
710153181850935296,813,2682
710140971284037632,802,2516
710117014656950272,1782,5030
709918798883774466,995,3226
709901256215666688,92,609
709852847387627521,1092,3237
709566166965075968,1073,3252
709556954897764353,975,3022
709519240576036864,219,1385
709449600415961088,517,2024
709409458133323776,617,2424
709225125749587968,521,2206
709207347839836162,5178,11413
709198395643068416,590,2266
709179584944730112,610,1851
709158332880297985,366,1876
709042156699303936,1480,4334
708853462201716736,594,1668
708845821941387268,805,2741
708834316713893888,449,1551
708810915978854401,6252,15226
708738143638450176,741,2541
708711088997666817,639,2336
708479650088034305,618,2340
708469915515297792,731,2853
708400866336894977,9064,14682
708356463048204288,1199,3306
708349470027751425,677,2187
708149363256774660,1413,3990
708130923141795840,785,3097
708119489313951744,897,2479
708109389455101952,502,1801
708026248782585858,1752,4067
707995814724026368,1014,2869
707983188426153984,2,45
707969809498152960,868,2486
707776935007539200,874,3008
707741517457260545,556,2290
707738799544082433,2200,3733
707693576495472641,916,3125
707629649552134146,785,2354
707610948723478529,5721,15599
707420581654872064,633,2070
707411934438625280,545,2113
707387676719185920,1148,3217
707377100785885184,976,3006
707315916783140866,578,2284
707297311098011648,711,2578
707059547140169728,619,2399
707038192327901184,718,2016
707021089608753152,1225,3732
707014260413456384,542,2112
706904523814649856,7116,13425
706901761596989440,524,1885
706681918348251136,894,3025
706644897839910912,985,2346
706593038911545345,582,1983
706538006853918722,1289,3189
706516534877929472,931,2875
706346369204748288,843,3174
706310011488698368,7129,19527
706291001778950144,438,1568
706265994973601792,850,2517
706169069255446529,2003,3583
706166467411222528,1452,4723
706153300320784384,345,1356
705975130514706432,665,2863
705970349788291072,797,2925
705898680587526145,495,2185
705786532653883392,467,1793
705591895322394625,1030,2913
705475953783398401,827,2741
705442520700944385,1460,4066
705428427625635840,1518,3509
705239209544720384,677,2772
705223444686888960,714,2376
705102439679201280,474,1960
705066031337840642,556,2013
704871453724954624,1016,3962
704859558691414016,477,2071
704847917308362754,1366,4701
704819833553219584,895,2448
704761120771465216,2625,6135
704499785726889984,904,2656
704491224099647488,71,689
704480331685040129,980,3149
704364645503647744,3230,7334
704347321748819968,314,1445
704134088924532736,412,1384
704113298707505153,520,1714
704054845121142784,842,2694
703774238772166656,404,1704
703769065844768768,1024,3014
703631701117943808,601,2361
703611486317502464,1383,3543
703425003149250560,1221,3498
703407252292673536,623,2254
703382836347330562,1029,3220
703356393781329922,346,1765
703268521220972544,494,1827
703079050210877440,2801,6811
703041949650034688,11310,24332
702932127499816960,652,2370
702899151802126337,412,1479
702684942141153280,965,2979
702671118226825216,508,2022
702598099714314240,3135,11324
702539513671897089,868,2642
702332542343577600,1387,2931
702321140488925184,953,3025
702276748847800320,695,2280
702217446468493312,1225,4391
701981390485725185,890,3156
701952816642965504,929,3541
701889187134500865,1255,3245
701805642395348998,1506,3121
701601587219795968,416,1927
701570477911896070,839,2577
701545186879471618,549,2448
701214700881756160,4634,11267
700890391244103680,510,2038
700864154249383937,557,2397
700847567345688576,452,2272
700796979434098688,860,2256
700747788515020802,8436,21014
700518061187723268,722,2391
700505138482569216,521,2104
700462010979500032,1624,3784
700167517596164096,655,2428
700151421916807169,608,2056
700143752053182464,2433,6919
700062718104104960,612,2448
700029284593901568,531,1911
700002074055016451,1200,3030
699801817392291840,849,2774
699788877217865730,469,2061
699779630832685056,1109,2501
699775878809702401,539,1806
699691744225525762,4158,9457
699446877801091073,2399,5510
699434518667751424,468,2028
699423671849451520,289,1251
699413908797464576,571,1930
699370870310113280,393,1750
699323444782047232,784,2897
699088579889332224,564,2086
699079609774645248,573,2258
699072405256409088,1079,2715
699060279947165696,1622,3424
699036661657767936,1089,2401
698989035503689728,877,3076
698953797952008193,830,2482
698907974262222848,556,2339
698710712454139905,618,2267
698703483621523456,336,1324
698635131305795584,314,1196
698549713696649216,560,2149
698355670425473025,396,1701
698342080612007937,871,2075
698262614669991936,1797,4396
698195409219559425,5450,15510
698178924120031232,674,2588
697995514407682048,305,1411
697990423684476929,1171,3015
697943111201378304,616,2201
697881462549430272,1055,2778
697630435728322560,498,1598
697616773278015490,923,2891
697596423848730625,1134,2772
697516214579523584,993,1879
697482927769255936,602,2234
697463031882764288,1270,3165
697270446429966336,1716,4341
697259378236399616,902,3042
697255105972801536,1057,2848
697242256848379904,617,2325
696900204696625153,938,2917
696894894812565505,618,2168
696886256886657024,1630,4446
696877980375769088,639,2259
696754882863349760,329,1373
696744641916489729,836,1891
696713835009417216,587,2176
696518437233913856,1567,3631
696490539101908992,127,1136
696488710901260288,928,2308
696405997980676096,1051,2923
696100768806522880,586,1776
695816827381944320,1054,2758
695767669421768709,665,1710
695629776980148225,1895,4200
695446424020918272,1654,4090
695409464418041856,3241,7985
695314793360662529,1299,3336
695095422348574720,550,2452
695074328191332352,994,2611
695064344191721472,529,1481
695051054296211456,717,2430
694925794720792577,818,2495
694905863685980160,835,2534
694669722378485760,13073,33012
694356675654983680,251,1387
694352839993344000,542,1881
694342028726001664,432,1460
694329668942569472,449,1818
694206574471057408,1856,3814
694183373896572928,843,2706
694001791655137281,925,3141
693993230313091072,359,1731
693942351086120961,330,1622
693647888581312512,520,2475
693644216740769793,115,1265
693642232151285760,377,2349
693629975228977152,721,2260
693622659251335168,338,1420
693590843962331137,1780,4658
693582294167244802,223,1516
693486665285931008,568,1626
693280720173801472,1123,3084
693267061318012928,733,2199
693262851218264065,452,2045
693231807727280129,672,2652
693155686491000832,2894,7262
693109034023534592,551,1563
693095443459342336,406,1701
692919143163629568,698,2497
692905862751522816,791,2239
692901601640583168,538,1616
692894228850999298,716,2084
692828166163931137,796,2659
692752401762250755,3300,6278
692568918515392513,1394,4031
692535307825213440,1235,2903
692530551048294401,369,1700
692423280028966913,198,1366
692417313023332352,3136,8648
692187005137076224,747,2333
692142790915014657,355,1509
692041934689402880,1131,3122
692017291282812928,870,2672
691820333922455552,1492,3652
691793053716221953,3825,7482
691756958957883396,886,2602
691675652215414786,460,1796
691483041324204033,501,2199
691459709405118465,1024,3726
691444869282295808,751,2436
691416866452082688,6914,17839
691321916024623104,601,2384
691096613310316544,794,2760
691090071332753408,305,1606
690989312272396288,2613,5451
690959652130045952,1115,3315
690938899477221376,1751,3772
690932576555528194,907,3027
690735892932222976,1154,3499
690728923253055490,465,2002
690690673629138944,749,2152
690649993829576704,249,1199
690607260360429569,14,279
690597161306841088,547,1787
690400367696297985,406,1745
690374419777196032,762,2972
690360449368465409,792,2453
690348396616552449,461,1372
690248561355657216,370,1542
690021994562220032,921,2583
690015576308211712,659,2304
690005060500217858,1535,3387
689999384604450816,329,1305
689993469801164801,406,1348
689977555533848577,410,1268
689905486972461056,623,2256
689877686181715968,1044,2798
689835978131935233,688,2018
689661964914655233,851,2993
689659372465688576,3476,9528
689623661272240129,581,2041
689599056876867584,5020,10762
689557536375177216,404,1899
689517482558820352,1298,3124
689289219123089408,847,2070
689283819090870273,1004,3021
689280876073582592,640,1825
689275259254616065,225,1053
689255633275777024,975,2352
689154315265683456,897,2856
689143371370250240,455,1865
688916208532455424,773,2496
688908934925697024,708,1941
688898160958271489,710,1925
688894073864884227,621,2058
688828561667567616,322,1276
688804835492233216,170,887
688789766343622656,604,2052
688547210804498433,627,2400
688519176466644993,657,2150
688385280030670848,4076,8545
688179443353796608,529,1978
688116655151435777,697,2610
688064179421470721,323,1596
687841446767013888,2251,5013
687826841265172480,1009,2518
687818504314159109,865,2281
687807801670897665,658,2198
687732144991551489,596,1618
687704180304273409,767,2241
687664829264453632,471,1804
687494652870668288,528,1756
687480748861947905,222,1474
687476254459715584,483,1828
687460506001633280,491,1907
687399393394311168,554,1749
687317306314240000,8344,18642
687312378585812992,1730,4007
687127927494963200,2051,4972
687124485711986689,462,2024
687109925361856513,2229,5358
687102708889812993,871,2169
687096057537363968,551,2078
686947101016735744,2900,7978
686760001961103360,1256,3238
686749460672679938,1317,3202
686730991906516992,1089,3805
686683045143953408,732,2609
686618349602762752,1239,3408
686606069955735556,490,1752
686394059078897668,632,1594
686386521809772549,791,3008
686377065986265092,514,2046
686358356425093120,601,1996
686286779679375361,1523,3715
686050296934563840,665,2067
686035780142297088,104,1060
686034024800862208,1038,2844
686007916130873345,364,2279
686003207160610816,563,1679
685973236358713344,477,1936
685943807276412928,536,1499
685906723014619143,2587,6894
685681090388975616,110,1885
685667379192414208,509,2184
685663452032069632,1332,2971
685641971164143616,697,2692
685547936038666240,14108,30360
685532292383666176,1047,2808
685325112850124800,3583,8672
685321586178670592,579,2440
685315239903100929,944,3030
685307451701334016,396,1922
685268753634967552,1073,2839
685198997565345792,589,2139
685169283572338688,1277,3781
684969860808454144,326,2216
684959798585110529,2809,6289
684940049151070208,945,2963
684926975086034944,417,3217
684914660081053696,1321,3217
684902183876321280,465,1718
684880619965411328,724,1921
684830982659280897,19654,32342
684800227459624960,904,2513
684594889858887680,3168,8176
684588130326986752,1277,3804
684567543613382656,1101,2759
684538444857667585,855,2435
684481074559381504,1069,3565
684460069371654144,503,1813
684241637099323392,2949,7478
684225744407494656,183,1145
684222868335505415,1240,3515
684200372118904832,945,1983
684195085588783105,456,1761
684188786104872960,1049,3221
684177701129875456,592,1865
684147889187209216,1369,2741
684122891630342144,426,1862
684097758874210310,1299,3786
683857920510050305,1020,3513
683849932751646720,851,2412
683834909291606017,1020,2411
683828599284170753,971,2585
683773439333797890,1218,3074
683742671509258241,2999,5976
683515932363329536,2614,6787
683498322573824003,872,2932
683481228088049664,902,2447
683462770029932544,620,2242
683449695444799489,1456,3577
683391852557561860,2178,7042
683357973142474752,823,2668
683142553609318400,935,2642
683111407806746624,816,3143
683098815881154561,588,1996
683078886620553216,519,1855
683030066213818368,668,1997
682962037429899265,14864,33758
682808988178739200,154,1627
682788441537560576,1017,2282
682750546109968385,398,1401
682697186228989953,333,1215
682662431982772225,988,2811
682638830361513985,535,1903
682429480204398592,1044,3178
682406705142087680,1585,6958
682393905736888321,595,2069
682389078323662849,424,1538
682303737705140231,884,2818
682259524040966145,1078,3807
682242692827447297,1039,2965
682088079302213632,8874,16763
682059653698686977,1526,4539
682047327939461121,848,2950
682032003584274432,1791,6052
682003177596559360,1367,2862
681981167097122816,921,2595
681891461017812993,746,2272
681694085539872773,3686,11795
681679526984871937,399,1630
681654059175129088,819,2415
681610798867845120,417,1727
681579835668455424,1178,3247
681523177663676416,5199,13159
681340665377193984,246,1516
681339448655802368,3702,8553
681320187870711809,671,2404
681302363064414209,1620,3593
681297372102656000,855,2956
681281657291280384,994,2960
681261549936340994,236,1334
681242418453299201,470,1355
681231109724700672,438,2239
681193455364796417,1334,3411
680970795137544192,584,2203
680959110691590145,1820,4216
680940246314430465,935,2924
680934982542561280,393,1914
680913438424612864,562,2211
680889648562991104,324,1611
680836378243002368,1184,3183
680805554198020098,607,1977
680801747103793152,740,2188
680798457301471234,937,2602
680609293079592961,625,2410
680583894916304897,1189,3300
680497766108381184,1732,3884
680494726643068929,439,1572
680473011644985345,672,2344
680440374763077632,442,1324
680221482581123072,261,1357
680206703334408192,1046,2585
680191257256136705,442,1978
680176173301628928,1394,3559
680161097740095489,670,2135
680145970311643136,1559,3314
680130881361686529,857,2111
680115823365742593,825,2497
680100725817409536,1247,3301
680085611152338944,8135,11733
680070545539371008,774,2383
679877062409191424,578,1795
679872969355714560,596,2010
679862121895714818,555,2248
679854723806179328,1099,2611
679844490799091713,687,2188
679828447187857408,12564,33125
679777920601223168,995,2859
679736210798047232,715,1912
679729593985699840,748,1991
679722016581222400,425,1537
679530280114372609,1882,4367
679527802031484928,652,2423
679511351870550016,1146,3068
679503373272485890,1334,2911
679475951516934144,583,1921
679462823135686656,16973,29363
679405845277462528,1073,2160
679158373988876288,7229,19394
679148763231985668,923,2552
679132435750195208,1036,2702
679111216690831360,2310,5424
679062614270468097,7193,15468
679047485189439488,586,2057
679001094530465792,1094,2596
678991772295516161,1017,2065
678969228704284672,409,1499
678800283649069056,820,2352
678798276842360832,1028,3160
678774928607469569,820,2573
678767140346941444,1223,3220
678764513869611008,414,1479
678755239630127104,2922,6473
678740035362037760,1485,3393
678708137298427904,2183,5117
678675843183484930,1317,2600
678643457146150913,360,1878
678446151570427904,1373,3654
678424312106393600,2274,4992
678410210315247616,1610,3825
678399652199309312,28504,73355
678396796259975168,374,1453
678389028614488064,382,1711
678380236862578688,822,2240
678341075375947776,473,1573
678334497360859136,224,1182
678278586130948096,5489,10405
678255464182861824,328,1449
678023323247357953,341,1741
678021115718029313,5622,12359
677961670166224897,1522,3137
677918531514703872,364,1217
677895101218201600,1841,4389
677716515794329600,875,2784
677700003327029250,1290,3112
677698403548192770,287,1118
677687604918272002,755,2255
677673981332312066,1348,3033
677662372920729601,842,1772
677644091929329666,727,1707
677573743309385728,599,1938
677565715327688705,411,1189
677557565589463040,1015,2215
677547928504967168,3289,6311
677530072887205888,204,967
677335745548390400,1547,2755
677334615166730240,251,1224
677331501395156992,209,986
677328882937298944,1343,3332
677314812125323265,471,1499
677301033169788928,354,1111
677269281705472000,636,1795
677228873407442944,1466,3211
677187300187611136,810,2481
676975532580409345,950,2527
676957860086095872,719,2024
676949632774234114,348,1187
676948236477857792,773,1960
676946864479084545,326,1576
676942428000112642,666,1872
676936541936185344,4425,11606
676916996760600576,1612,2695
676897532954456065,649,2053
676864501615042560,626,1891
676821958043033607,13756,20690
676819651066732545,602,1655
676811746707918848,379,1306
676776431406465024,1803,4523
676617503762681856,854,2614
676613908052996102,176,986
676606785097199616,386,1721
676603393314578432,340,1039
676593408224403456,1886,4132
676590572941893632,110,841
676588346097852417,700,2085
676582956622721024,251,1078
676575501977128964,988,2331
676533798876651520,489,1696
676496375194980353,471,1374
676470639084101634,4176,10573
676440007570247681,588,1561
676430933382295552,302,1264
676263575653122048,484,1896
676237365392908289,251,1089
676219687039057920,27708,70822
676215927814406144,516,1572
676191832485810177,917,2054
676146341966438401,586,1752
676121918416756736,1026,1966
676101918813499392,1049,2581
676098748976615425,1246,2678
676089483918516224,390,1183
675898130735476737,506,1447
675891555769696257,764,1923
675888385639251968,841,2117
675878199931371520,1239,3780
675870721063669760,498,1468
675853064436391936,1132,2423
675849018447167488,123,866
675845657354215424,778,2048
675822767435051008,475,1385
675820929667219457,206,955
675798442703122432,3042,9296
675781562965868544,419,1458
675740360753160193,295,1059
675710890956750848,717,1689
675707330206547968,598,1784
675706639471788032,85,583
675534494439489536,361,1663
675531475945709568,330,1066
675522403582218240,248,940
675517828909424640,407,1151
675501075957489664,5214,15537
675497103322386432,1132,2818
675489971617296384,526,1151
675483430902214656,854,1665
675432746517426176,502,1360
675372240448454658,455,1529
675362609739206656,193,942
675354435921575936,14874,29450
675349384339542016,1999,3524
675334060156301312,1131,2488
675166823650848770,1384,3169
675153376133427200,2259,5585
675149409102012420,1497,3350
675147105808306176,199,842
675146535592706048,257,1051
675145476954566656,780,1915
675113801096802304,686,1737
675111688094527488,214,867
675109292475830276,997,2517
675047298674663426,275,930
675015141583413248,1042,2414
675006312288268288,201,875
675003128568291329,406,1390
674999807681908736,954,1993
674805413498527744,318,761
674800520222154752,748,2697
674793399141146624,951,2221
674790488185167872,219,984
674788554665512960,181,719
674781762103414784,1045,1804
674774481756377088,408,985
674767892831932416,690,1629
674764817387900928,200,700
674754018082705410,383,1229
674752233200820224,401,1309
674743008475090944,465,1259
674742531037511680,44,431
674739953134403584,325,968
674737130913071104,80,579
674690135443775488,412,1026
674670581682434048,565,1447
674664755118911488,205,813
674646392044941312,430,1282
674644256330530816,241,930
674638615994089473,509,1519
674632714662858753,501,1343
674606911342424069,86,840
674468880899788800,1777,5554
674447403907457024,314,954
674436901579923456,344,989
674422304705744896,465,1283
674416750885273600,116,612
674410619106390016,400,1068
674394782723014656,487,1334
674372068062928900,280,766
674330906434379776,65,505
674318007229923329,449,1250
674307341513269249,6027,10131
674291837063053312,5136,13175
674271431610523648,645,1393
674269164442398721,202,825
674265582246694913,730,1459
674262580978937856,384,1180
674255168825880576,464,1303
674082852460433408,144,682
674075285688614912,246,888
674063288070742018,1909,5718
674053186244734976,1128,2950
674051556661161984,431,1292
674045139690631169,565,1267
674042553264685056,110,636
674038233588723717,366,975
674036086168010753,181,760
674024893172875264,1086,1584
674019345211760640,264,1015
674014384960745472,559,1388
674008982932058114,300,1082
673956914389192708,837,1749
673919437611909120,326,1057
673906403526995968,1429,2844
673887867907739649,221,841
673716320723169284,669,2785
673715861853720576,1808,3168
673711475735838725,265,939
673709992831262724,236,752
673708611235921920,254,953
673707060090052608,346,990
673705679337693185,359,1124
673700254269775872,500,1283
673697980713705472,1692,3512
673689733134946305,569,1540
673688752737402881,439,1126
673686845050527744,377,1275
673680198160809984,416,1228
673662677122719744,328,1127
673656262056419329,198,650
673636718965334016,307,995
673612854080196609,630,1424
673583129559498752,313,1065
673580926094458881,238,738
673576835670777856,486,1230
673363615379013632,267,932
673359818736984064,592,1287
673355879178194945,493,1339
673352124999274496,473,1493
673345638550134785,1100,2228
673343217010679808,235,854
673342308415348736,492,1132
673320132811366400,6872,11947
673317986296586240,216,781
673295268553605120,2746,6719
673270968295534593,312,957
673240798075449344,615,1276
673213039743795200,723,1971
673148804208660480,548,1488
672997845381865473,631,1752
672995267319328768,252,845
672988786805112832,254,875
672984142909456390,470,1119
672980819271634944,888,1627
672975131468300288,780,1498
672970152493887488,303,836
672968025906282496,470,1184
672964561327235073,557,1261
672902681409806336,423,1232
672898206762672129,363,794
672884426393653248,728,1367
672877615439593473,301,908
672834301050937345,503,1152
672828477930868736,419,1108
672640509974827008,270,874
672622327801233409,422,1148
672614745925664768,510,1088
672609152938721280,338,970
672604026190569472,336,968
672594978741354496,529,1178
672591762242805761,285,842
672591271085670400,157,641
672538107540070400,317,901
672523490734551040,146,552
672488522314567680,371,989
672482722825261057,518,991
672481316919734272,110,639
672475084225949696,606,1294
672466075045466113,447,1191
672272411274932228,2926,5705
672267570918129665,538,1313
672264251789176834,287,1011
672256522047614977,1326,2509
672254177670729728,650,1273
672248013293752320,522,1529
672245253877968896,132,607
672239279297454080,276,804
672231046314901505,876,1620
672222792075620352,176,699
672205392827572224,1007,1982
672169685991993344,319,910
672160042234327040,304,766
672139350159835138,595,1541
672125275208069120,989,2118
672095186491711488,328,877
672082170312290304,319,835
672068090318987265,439,1135
671896809300709376,3673,7611
671891728106971137,483,1171
671882082306625538,1208,3099
671879137494245376,572,1246
671874878652489728,478,1104
671866342182637568,418,996
671855973984772097,372,791
671789708968640512,2997,6310
671768281401958400,434,1049
671763349865160704,774,1492
671744970634719232,663,1206
671743150407421952,201,674
671735591348891648,653,1287
671729906628341761,3794,7489
671561002136281088,6313,11376
671550332464455680,183,810
671547767500775424,497,1203
671544874165002241,888,1725
671542985629241344,484,965
671538301157904385,334,837
671536543010570240,343,1035
671533943490011136,494,897
671528761649688577,216,738
671520732782923777,454,1218
671518598289059840,252,831
671511350426865664,605,1424
671504605491109889,3118,6230
671497587707535361,389,825
671488513339211776,414,885
671486386088865792,173,511
671485057807351808,195,678
671390180817915904,652,1280
671362598324076544,257,975
671357843010908160,133,351
671355857343524864,104,420
671347597085433856,370,833
671186162933985280,176,641
671182547775299584,283,978
671166507850801152,301,780
671163268581498880,965,1456
671159727754231808,68,314
671154572044468225,186,626
671151324042559489,128,588
671147085991960577,192,583
671141549288370177,569,1021
671138694582165504,340,821
671134062904504320,162,652
671122204919246848,2184,3083
671115716440031232,670,1215
671109016219725825,377,1006
670995969505435648,243,968
670842764863651840,7563,22047
670840546554966016,166,524
670838202509447168,598,982
670833812859932673,109,382
670832455012716544,184,647
670826280409919488,3499,4866
670823764196741120,160,673
670822709593571328,83,544
670815497391357952,1316,2778
670811965569282048,230,983
670807719151067136,425,1052
670804601705242624,818,1735
670803562457407488,77,301
670797304698376195,203,660
670792680469889025,237,732
670789397210615808,210,583
670786190031921152,170,528
670783437142401025,330,722
670782429121134593,656,1347
670780561024270336,249,701
670778058496974848,62,297
670764103623966721,371,956
670755717859713024,87,392
670733412878163972,446,848
670727704916926465,312,736
670717338665226240,417,1051
670704688707301377,318,686
670691627984359425,209,518
670679630144274432,241,664
670676092097810432,35,214
670668383499735048,4310,9447
670474236058800128,631,1338
670449342516494336,568,1074
670444955656130560,1741,6050
670442337873600512,175,580
670435821946826752,437,937
670434127938719744,561,1255
670433248821026816,100,296
670428280563085312,521,1231
670427002554466305,142,462
670421925039075328,550,1144
670420569653809152,265,538
670417414769758208,280,501
670411370698022913,767,1791
670408998013820928,187,485
670403879788544000,128,377
670385711116361728,173,490
670374371102445568,238,669
670361874861563904,55,288
670338931251150849,96,373
670319130621435904,1065,3470
670303360680108032,107,382
670290420111441920,249,622
670093938074779648,276,907
670086499208155136,218,620
670079681849372674,1056,1957
670073503555706880,677,1385
670069087419133954,205,551
670061506722140161,290,666
670055038660800512,279,592
670046952931721218,151,576
670040295598354432,96,658
670037189829525505,240,527
670003130994700288,77,296
669993076832759809,70,285
669972011175813120,133,392
669970042633789440,43,271
669942763794931712,132,444
669926384437997569,81,338
669923323644657664,50,202
669753178989142016,340,708
669749430875258880,55,226
669684865554620416,74,446
669683899023405056,94,338
669682095984410625,116,312
669680153564442624,243,585
669661792646373376,366,714
669625907762618368,1565,3115
669597912108789760,131,447
669583744538451968,801,1317
669573570759163904,120,388
669571471778410496,879,1407
669567591774625800,45,202
669564461267722241,104,336
669393256313184256,62,313
669375718304980992,627,1176
669371483794317312,148,435
669367896104181761,130,405
669363888236994561,201,558
669359674819481600,103,330
669354382627049472,1093,2381
669353438988365824,227,563
669351434509529089,154,377
669328503091937280,367,906
669327207240699904,102,498
669324657376567296,182,439
669216679721873412,346,1055
669214165781868544,135,385
669203728096960512,407,888
669015743032369152,323,648
669006782128353280,209,510
669000397445533696,5515,18656
668994913074286592,191,390
668992363537309700,292,657
668989615043424256,288,595
668988183816871936,389,799
668986018524233728,140,479
668981893510119424,259,481
668979806671884288,293,703
668975677807423489,495,1153
668967877119254528,18,127
668960084974809088,210,618
668955713004314625,63,241
668932921458302977,50,227
668902994700836864,87,276
668892474547511297,126,354
668872652652679168,268,475
668852170888998912,139,409
668826086256599040,112,382
668815180734689280,225,493
668779399630725120,325,626
668655139528511488,189,471
668645506898350081,457,773
668643542311546881,447,784
668641109086707712,466,943
668636665813057536,435,920
668633411083464705,1379,2460
668631377374486528,280,616
668627278264475648,97,281
668625577880875008,111,329
668623201287675904,653,1246
668620235289837568,35,181
668614819948453888,272,544
668587383441514497,917,1475
668567822092664832,46,206
668544745690562560,197,452
668542336805281792,182,403
668537837512433665,61,226
668528771708952576,189,402
668507509523615744,87,279
668496999348633600,114,359
668484198282485761,207,372
668480044826800133,127,396
668466899341221888,440,769
668297328638447616,255,557
668291999406125056,28,213
668286279830867968,117,436
668274247790391296,197,720
668268907921326080,206,484
668256321989451776,516,1150
668248472370458624,407,839
668237644992782336,2419,5433
668226093875376128,85,247
668221241640230912,169,452
668204964695683073,172,489
668190681446379520,171,576
668171859951755264,162,425
668154635664932864,273,439
668142349051129856,239,509
668113020489474048,207,582
667937095915278337,691,1114
667924896115245057,95,264
667915453470232577,46,184
667911425562669056,245,431
667902449697558528,334,756
667886921285246976,906,1645
667885044254572545,398,729
667878741721415682,101,348
667873844930215936,340,549
667866724293877760,900,2711
667861340749471744,69,221
667832474953625600,54,255
667806454573760512,417,929
667801013445750784,81,283
667793409583771648,286,607
667782464991965184,211,363
667773195014021121,44,204
667766675769573376,185,372
667728196545200128,126,325
667724302356258817,268,424
667550904950915073,28,0
667550882905632768,25,0
667549055577362432,1948,5099
667546741521195010,106,303
667544320556335104,458,761
667538891197542400,58,176
667534815156183040,444,717
667530908589760512,206,412
667524857454854144,965,1500
667517642048163840,165,332
667509364010450944,1861,6048
667502640335572993,193,485
667495797102141441,231,459
667491009379606528,189,458
667470559035432960,85,225
667455448082227200,53,171
667453023279554560,74,279
667443425659232256,486,681
667437278097252352,197,396
667435689202614272,76,267
667405339315146752,196,410
667393430834667520,50,168
667369227918143488,144,328
667211855547486208,209,425
667200525029539841,227,544
667192066997374976,86,332
667188689915760640,330,643
667182792070062081,5261,12520
667177989038297088,48,166
667176164155375616,387,525
667174963120574464,70,218
667171260800061440,72,186
667165590075940865,968,2377
667160273090932737,50,219
667152164079423490,14581,42210
667138269671505920,1866,4007
667119796878725120,105,284
667090893657276420,105,287
667073648344346624,104,351
667070482143944705,13,72
667065535570550784,40,143
667062181243039745,45,192
667044094246576128,43,163
667012601033924608,186,395
666996132027977728,79,213
