tweet_id,retweet_count,favourite_count
826848821049180160,9318,33998
826615380357632002,3677,0
826598799820865537,230,4855
826598365270007810,2174,9432
826476773533745153,3890,17346
826240494070030336,2414,12510
826204788643753985,855,4594
826115272272650244,2866,14725
825876512159186944,1735,9913
825829644528148480,2328,12000
825535076884762624,16329,53888
825147591692263424,4174,17225
825120256414846976,1166,0
825026590719483904,1166,5898
824796380199809024,5089,0
824775126675836928,3265,14035
824663926340194305,1640,9930
824325613288833024,9867,11154
824297048279236611,3561,14198
824025158776213504,556,4571
823939628516474880,2527,10045
823719002937630720,10334,0
823699002998870016,2332,13190
823581115634085888,2437,12242
823333489516937216,22,662
823322678127919110,3713,14798
823269594223824897,9199,0
822975315408461824,3197,16342
822872901745569793,39835,123853
822859134160621569,2107,12430
822647212903690241,5946,0
822610361945911296,2725,13943
822489057087389700,5946,17078
822462944365645825,13110,26253
822244816520155136,9199,33056
822163064745328640,4368,0
821886076407029760,2133,10661
821813639212650496,3120,0
821765923262631936,1556,7896
821522889702862852,1628,7559
821421320206483457,5119,0
821407182352777218,3984,11087
821153421864615936,9,236
821149554670182400,1822,8091
821107785811234820,1967,9053
821044531881721856,2120,11933
820837357901512704,6227,0
820749716845686786,9181,29783
820690176645140481,2995,11566
820494788566847489,521,0
820446719150292993,2388,0
820314633777061888,521,3154
820078625395449857,5774,18610
820013781606658049,1081,0
819952236453363712,1081,5014
819924195358416896,4533,12209
819711362133872643,2867,12596
819588359383371776,1866,9143
819347104292290561,1115,6822
819238181065359361,379,2134
819227688460238848,6227,21747
819015337530290176,34481,0
819015331746349057,17758,0
819006400881917954,17758,42945
819004803107983360,34481,82544
818646164899774465,19405,0
818627210458333184,7047,21189
818614493328580609,2349,9287
818588835076603904,5678,0
818536468981415936,2265,10256
818307523543449600,7442,0
818259473185828864,2077,10403
818145370475810820,2364,11599
817908911860748288,739,4599
817827839487737858,25060,48530
817777686764523521,2519,10205
817536400337801217,2723,11094
817502432452313088,3136,0
817423860136083457,13560,31787
817415592588222464,886,5282
817181837579653120,7847,0
817171292965273600,1865,8294
817120970343411712,2408,11529
817056546584727552,1511,8123
816829038950027264,4378,0
816816676327063552,1888,9453
816697700272001025,2050,9222
816450570814898180,7442,28639
816336735214911488,1797,8155
816091915477250048,1980,8469
816062466425819140,944,0
816014286006976512,4869,0
815990720817401858,944,4682
815966073409433600,7847,21090
815745968457060357,3850,0
815736392542261248,2115,9286
815639385530101762,1550,7805
815390420867969024,3563,9810
814986499976527872,1185,7249
814638523311648768,2521,10675
814578408554463233,5450,0
814530161257443328,1739,8203
814153002265309185,8094,27202
813944609378369540,2949,0
813910438903693312,1728,8839
813812741911748608,13009,34563
813800681631023104,1644,7872
813217897535406080,6838,17651
813202720496779264,1702,8753
813187593374461952,4040,18787
813172488309972993,1805,8787
813157409116065792,2063,7365
813142292504645637,2239,8074
813130366689148928,418,4257
813127251579564032,2914,11186
813112105746448384,2558,9774
813096984823349248,3378,10019
813081950185472002,2590,9410
813066809284972545,1823,7531
813051746834595840,6833,19898
812781120811126785,1784,7138
812709060537683968,1350,6282
812503143955202048,1148,5735
812466873996607488,1797,7561
812372279581671427,3417,12913
811985624773361665,1308,6901
811744202451197953,1470,7146
811647686436880384,681,5308
811627233043480576,2847,12051
811386762094317568,5967,19827
810984652412424192,1329,5049
810896069567610880,1640,8523
810657578271330305,2462,10413
810284430598270976,10481,33266
810254108431155201,3156,13950
809920764300447744,3677,14762
809808892968534016,4565,0
809448704142938112,1364,6595
809220051211603969,5237,18841
809084759137812480,3292,12541
808838249661788160,2861,9631
808733504066486276,2031,7484
808501579447930884,2452,10743
808344865868283904,19405,40117
808134635716833280,5499,0
808106460588765185,2064,8373
808001312164028416,3299,11835
807621403335917568,3377,13826
807106840509214720,51525,111421
807059379405148160,6878,0
807010152071229440,3625,12445
806629075125202948,32288,70466
806620845233815552,5132,0
806576416489959424,1822,4654
806542213899489280,2216,9717
806242860592926720,10855,0
806219024703037440,1132,6127
805958939288408065,5003,0
805932879469572096,1796,7866
805826884734976000,1713,6229
805823200554876929,7453,0
805520635690676224,1549,5475
805487436403003392,2373,8339
805207613751304193,1624,7473
804738756058218496,3593,12958
804475857670639616,1888,5830
804413760345620481,3000,0
804026241225523202,15007,41978
803773340896923648,2583,9538
803692223237865472,6914,0
803638050916102144,3879,10360
803380650405482500,1765,7376
803321560782307329,4944,0
803276597545603072,2295,9527
802952499103731712,1871,8562
802624713319034886,2720,0
802600418706604034,1379,6753
802572683846291456,2350,8503
802323869084381190,5466,15321
802265048156610565,1292,6614
802239329049477120,2455,8632
802185808107208704,250,0
801958328846974976,1593,7355
801854953262350336,219,1722
801538201127157760,1950,7801
801285448605831168,770,5733
801167903437357056,5499,23136
801127390143516673,3695,0
801115127852503040,1982,7665
800859414831898624,90,645
800855607700029440,1515,0
800751577355128832,2626,10077
800513324630806528,2822,12471
800459316964663297,2058,9031
800443802682937345,4014,0
800388270626521089,2632,10588
800188575492947969,3686,0
800141422401830912,2388,14494
800018252395122689,12283,26850
799774291445383169,4362,0
799757965289017345,2000,7962
799422933579902976,1798,7682
799308762079035393,5070,0
799297110730567681,2555,9373
799063482566066176,2339,7688
798933969379225600,4150,12404
798925684722855936,1357,7152
798705661114773508,6208,0
798701998996647937,7229,0
798697898615730177,6086,0
798694562394996736,4634,0
798686750113755136,2178,0
798682547630837760,4425,0
798673117451325440,5214,0
798665375516884993,3673,0
798644042770751489,1741,0
798628517273620480,1861,0
798585098161549313,5261,0
798576900688019456,5469,0
798340744599797760,3133,0
798209839306514432,2419,9914
797971864723324932,2886,10937
797545162159308800,4611,13856
797236660651966464,6153,18899
797165961484890113,24,212
796904159865868288,8344,0
796865951799083009,1826,7294
796759840936919040,2828,11195
796563435802726400,6720,0
796484825502875648,1649,7171
796387464403357696,3884,10444
796177847564038144,13340,0
796149749086875649,13340,30466
796125600683540480,1680,4727
796116448414461957,2248,8624
796080075804475393,2160,8013
796031486298386433,3496,10250
795464331001561088,21920,46690
795400264262053889,2679,9485
795076730285391872,5089,15322
794983741416415232,3150,0
794926597468000259,2154,9664
794355576146903043,9644,0
794332329137291264,2535,9113
794205286408003585,3108,8761
793962221541933056,4565,15885
793845145112371200,1742,8757
793614319594401792,2921,0
793601777308463104,1516,7567
793500921481273345,2229,10097
793286476301799424,8582,23307
793271401113350145,2243,8243
793256262322548741,7785,18908
793241302385262592,3066,9969
793226087023144960,2711,9269
793210959003287553,2602,8467
793195938047070209,5260,14435
793180763617361921,1859,6551
793165685325201412,2623,8888
793150605191548928,1593,5840
793135492858580992,2350,6068
793120401413079041,3676,12008
792913359805018113,3707,13565
792883833364439040,4000,10695
792773781206999040,1570,6989
792394556390137856,4010,12694
792050063153438720,1670,6764
791821351946420224,19654,0
791784077045166082,8874,0
791780927877898241,3551,0
791774931465953280,20712,42680
791672322847637504,2921,11127
791406955684368384,3850,12471
791312159183634433,2360,8305
791026214425268224,3804,0
790987426131050500,1985,9291
790946055508652032,4378,15840
790723298204217344,2141,0
790698755171364864,1802,7785
790581949425475584,6630,19522
790337589677002753,1764,7413
790277117346975746,2949,11882
790227638568808452,3302,0
789986466051088384,2141,8792
789960241177853952,3818,0
789903600034189313,3875,9769
789628658055020548,1643,7069
789599242079838210,1791,6371
789530877013393408,3150,11068
789314372632018944,2132,8184
789280767834746880,4585,0
789268448748703744,2441,8636
789137962068021249,2603,9213
788908386943430656,11691,26025
788765914992902144,9644,25871
788552643979468800,6644,0
788412144018661376,4914,14689
788178268662984705,1972,6878
788150585577050112,1197,5788
788070120937619456,3209,0
788039637453406209,1221,5783
787810552592695296,2838,8136
787717603741622272,2583,9699
787397959788929025,2664,10316
787322443945877504,1622,7378
787111942498508800,6289,0
786963064373534720,7415,25247
786729988674449408,2271,0
786709082849828864,5716,17343
786664955043049472,2360,10030
786595970293370880,2910,8962
786363235746385920,3214,10258
786286427768250368,2638,7549
786233965241827333,4368,14385
786051337297522688,147,1352
786036967502913536,6492,0
785927819176054784,2979,10793
785872687017132033,1669,6329
785639753186217984,2101,7442
785533386513321988,1836,8566
785515384317313025,1159,5776
785264754247995392,1515,6896
785170936622350336,4488,11344
784826020293709826,3000,9565
784517518371221505,2363,8481
784431430411685888,1183,5438
784183165795655680,7453,18928
784057939640352768,10334,28054
783839966405230592,10018,28341
783821107061198850,1824,6969
783695101801398276,2987,9850
783466772167098368,2075,7955
783391753726550016,5081,15964
783347506784731136,5136,0
783334639985389568,10855,27432
783085703974514689,2018,7721
782969140009107456,6878,22784
782747134529531904,1317,7059
782722598790725632,5003,16267
782598640137187329,1763,7376
782305867769217024,5119,15691
782021823840026624,5721,0
781955203444699136,3132,10548
781661882474196992,2519,9857
781655249211752448,1050,3773
781524693396357120,5132,19553
781308096455073793,2379,6731
781251288990355457,1924,7907
781163403222056960,2578,9257
780931614150983680,6720,20460
780858289093574656,1861,6789
780800785462489090,1200,5183
780601303617732608,3120,11409
780543529827336192,1624,5943
780496263422808064,3415,0
780476555013349377,103,0
780459368902959104,1001,4988
780192070812196864,2081,8202
780092040432480260,2128,0
780074436359819264,4563,11406
779834332596887552,6492,17728
779377524342161408,2878,8241
779124354206535695,16973,0
779056095788752897,4200,13855
778990705243029504,6641,18714
778774459159379968,9134,0
778764940568104960,337,819
778748913645780993,1205,6449
778650543019483137,1386,5413
778624900596654080,941,4334
778408200802557953,3999,12848
778396591732486144,11310,0
778383385161035776,1019,5497
778286810187399168,3055,9725
778039087836069888,2461,7973
778027034220126208,1491,6187
777953400541634568,3260,0
777885040357281792,1512,5988
777684233540206592,2720,10602
777641927919427584,3911,0
777621514455814149,2333,8207
777189768882946048,3976,13299
776819012571455488,12564,0
776813020089548800,1111,4600
776477788987613185,2551,8234
776249906839351296,8436,0
776218204058357768,14670,28043
776201521193218049,2332,9017
776113305656188928,4014,11093
776088319444877312,141,1714
775898661951791106,15486,0
775842724423557120,2458,11020
775733305207554048,3695,13045
775729183532220416,4269,12247
775364825476165632,2712,6935
775350846108426240,3620,9556
775085132600442880,4362,14605
774757898236878852,1653,8121
774639387460112384,1613,6351
774314403806253056,5070,20493
773985732834758656,3579,10145
773922284943896577,1623,6051
773704687002451968,1495,6229
773670353721753600,1222,5047
773547596996571136,5678,20797
773336787167145985,4664,0
773308824254029826,6936,21950
773247561583001600,2998,8868
773191612633579521,3796,9366
772877495989305348,3573,8036
772826264096874500,2206,7559
772615324260794368,3112,0
772581559778025472,1583,6095
772193107915964416,1287,5672
772152991789019136,1049,3582
772117678702071809,686,3545
772114945936949249,440,2580
772102971039580160,865,3768
771908950375665664,1752,6172
771770456517009408,3133,11266
771500966810099713,2418,7770
771380798096281600,4664,9898
771171053431250945,6872,0
771136648247640064,2704,8592
771102124360998913,1328,5853
771014301343748096,1534,6467
770787852854652928,1102,4609
770772759874076672,1322,4883
770655142660169732,1666,6913
770414278348247044,1924,5934
770293558247038976,1353,5843
770093767776997377,2810,0
770069151037685760,2120,7127
769940425801170949,8816,29249
769695466921623552,1562,6035
769335591808995329,7116,0
769212283578875904,1597,5072
768970937022709760,5986,13378
768909767477751808,2433,0
768855141948723200,823,3922
768609597686943744,1097,3849
768596291618299904,1186,4728
768554158521745409,5375,0
768473857036525572,3153,12759
768193404517830656,3260,10171
767884188863397888,1265,4462
767754930266464257,4944,14956
767500508068192258,2145,7036
767191397493538821,3463,11514
767122157629476866,2637,9534
766793450729734144,1255,4736
766714921925144576,346,2458
766693177336135680,730,3787
766423258543644672,1456,5625
766313316352462849,1731,6330
766078092750233600,2418,0
766069199026450432,771,3931
766008592277377025,458,3525
765719909049503744,1990,6794
765669560888528897,1130,4843
765395769549590528,3106,25075
765371061932261376,2000,6668
765222098633691136,3112,10903
764857477905154048,1646,6064
764259802650378240,1388,5626
763956972077010945,49,730
763837565564780549,3804,11729
763183847194451968,1356,5051
763167063695355904,2746,0
763103485927849985,2114,6914
762699858130116608,3302,11348
762471784394268675,5897,10497
762464539388485633,3818,9629
762316489655476224,1028,4496
762035686371364864,14264,29760
761976711479193600,1822,5034
761750502866649088,3583,0
761745352076779520,793,4010
761672994376806400,26678,46214
761599872357261312,1099,3877
761371037149827077,16624,0
761334018830917632,1337,4822
761292947749015552,1000,4178
761227390836215808,1443,4991
761004547850530816,3209,10632
760893934457552897,888,3567
760656994973933572,1748,6165
760641137271070720,1189,4669
760539183865880579,3335,7063
760521673607086080,1282,3915
760290219849637889,10551,25027
760252756032651264,797,3701
760190180481531904,1650,5343
760153949710192640,28,0
759943073749200896,1928,5525
759846353224826880,1797,6282
759793422261743616,1760,5572
759557299618865152,1102,4392
759447681597108224,2271,7930
759446261539934208,454,1561
759197388317847553,1802,5690
759159934323924993,1065,0
759099523532779520,3815,13601
759047813560868866,1846,6062
758854675097526272,840,3319
758828659922702336,3546,10457
758740312047005698,1497,5372
758474966123810816,913,3554
758467244762497024,2025,4471
758405701903519748,1759,4867
758355060040593408,961,3149
758099635764359168,9134,17689
758041019896193024,339,2526
757741869644341248,3018,6406
757729163776290825,7193,0
757725642876129280,1109,4249
757611664640446465,1007,4285
757597904299253760,278,0
757596066325864448,957,4064
757400162377592832,6300,14127
757393109802180609,1576,5437
757354760399941633,1298,4202
756998049151549440,1832,5865
756939218950160384,1833,6201
756651752796094464,1190,4696
756526248105566208,3294,9697
756303284449767430,1004,3687
756288534030475264,16276,41152
756275833623502848,1402,5968
755955933503782912,2625,6817
755206590534418437,4901,15281
755110668769038337,10169,19709
754874841593970688,7229,0
754856583969079297,2309,6434
754747087846248448,476,2415
754482103782404096,1790,4930
754449512966619136,672,3503
754120377874386944,2160,7376
753655901052166144,1992,5450
753420520834629632,3233,7331
753398408988139520,1730,5353
753375668877008896,2128,7126
753298634498793472,5199,0
753294487569522689,956,3128
753039830821511168,19146,34552
753026973505581056,877,3649
752932432744185856,6289,11737
752917284578922496,1441,6490
752701944171524096,2614,0
752682090207055872,1457,5593
752660715232722944,1420,4071
752568224206688256,2079,5108
752519690950500352,3153,6845
752334515931054080,1006,3591
752309394570878976,14874,0
752173152931807232,1668,5541
751950017322246144,830,2847
751937170840121344,1195,4827
751830394383790080,1784,5432
751793661361422336,2613,5390
751598357617971201,2829,7399
751583847268179968,1002,4101
751538714308972544,1146,4711
751456908746354688,922,3002
751251247299190784,5381,11724
751205363882532864,1665,5897
751132876104687617,1183,4722
750868782890057730,1244,4455
750719632563142656,4585,12238
750506206503038976,1052,4131
750429297815552001,3911,12290
750383411068534784,1039,4261
750381685133418496,27,668
750147208377409536,875,2905
750132105863102464,1180,3363
750117059602808832,1207,4048
750101899009982464,777,2839
750086836815486976,492,2024
750071704093859840,3025,7237
750056684286914561,818,2953
750041628174217216,566,2957
750026558547456000,719,2526
750011400160841729,820,3003
749996283729883136,755,2829
749981277374128128,2274,4773
749774190421639168,1208,4349
749417653287129088,1511,5670
749403093750648834,491,2434
749395845976588288,3150,7946
749317047558017024,2044,5091
749075273010798592,1883,5358
749064354620928000,1405,4494
749036806121881602,729,2878
748977405889503236,3127,10007
748932637671223296,2057,5401
748705597323898880,876,2582
748699167502000129,1455,4407
748692773788876800,1226,3948
748575535303884801,1809,5625
748568946752774144,609,2043
748346686624440324,1119,4850
748337862848962560,3728,7050
748324050481647620,691,3449
748307329658011649,654,3438
748220828303695873,7101,13121
747963614829678593,1956,5375
747933425676525569,2354,6168
747885874273214464,880,2717
747844099428986880,677,2625
747816857231626240,1056,4495
747651430853525504,143,1271
747648653817413632,5317,11948
747600769478692864,521,2167
747594051852075008,949,3418
747512671126323200,1473,5119
747461612269887489,945,3585
747439450712596480,1751,5029
747242308580548608,2625,0
747219827526344708,1437,4887
747204161125646336,830,3120
747103485104099331,3620,8873
746906459439529985,271,2714
746872823977771008,1941,5562
746818907684614144,1593,4941
746790600704425984,1460,4518
746757706116112384,3551,8829
746726898085036033,1637,5627
746542875601690625,1744,4685
746521445350707200,900,0
746507379341139972,991,4337
746369468511756288,1486,5753
746131877086527488,2001,6384
746056683365994496,740,3318
745789745784041472,965,3663
745712589599014916,2126,6496
745433870967832576,2308,6535
745422732645535745,2196,7935
745314880350101504,2475,6601
745074613265149952,3183,7255
745057283344719872,2052,6741
744995568523612160,568,2736
744971049620602880,2440,7294
744709971296780288,1435,5215
744334592493166593,1930,6330
744234799360020481,70495,144528
744223424764059648,326,1532
743980027717509120,1003,3891
743895849529389061,877,3399
743835915802583040,1866,0
743609206067040256,1269,4152
743595368194129920,5954,16924
743545585370791937,861,3271
743510151680958465,3415,7408
743253157753532416,1119,3927
743222593470234624,1734,5723
743210557239623680,1236,3553
742534281772302336,3278,6547
742528092657332225,1793,4096
742465774154047488,3594,6745
742423170473463808,3415,9082
742385895052087300,1776,6282
742161199639494656,1245,3992
742150209887731712,1398,4709
741793263812808706,1384,4211
741743634094141440,2494,7540
741438259667034112,746,3411
741303864243200000,2916,8117
741099773336379392,5013,9211
741067306818797568,2810,8848
740995100998766593,2465,5822
740711788199743490,862,3144
740699697422163968,707,2648
740676976021798912,6208,16809
740373189193256964,12110,32523
740365076218183684,388,2248
740359016048689152,796,3045
740214038584557568,1784,6177
739979191639244800,5375,18484
739932936087216128,986,3754
739844404073074688,786,3519
739623569819336705,1238,3495
739606147276148736,1493,4982
739544079319588864,19227,36445
739485634323156992,2640,6596
739238157791694849,52748,107008
738891149612572673,6,89
738885046782832640,1044,3500
738883359779196928,722,3041
738537504001953792,1393,4697
738402415918125056,739,3006
738184450748633089,1106,3965
738166403467907072,3036,8062
738156290900254721,586,2280
737826014890496000,1602,4831
737800304142471168,3165,9257
737678689543020544,1198,4624
737445876994609152,4051,9429
737322739594330112,733,3316
737310737551491075,6747,13515
736736130620620800,1541,3877
736392552031657984,6644,16323
736365877722001409,1113,3663
736225175608430592,2545,7482
736010884653420544,2700,7241
735991953473572864,1036,3297
735648611367784448,1012,3725
735635087207878657,2141,5658
735274964362878976,4541,12029
735256018284875776,802,3060
735137028879360001,882,2876
734912297295085568,472,2543
734787690684657664,5752,11552
734776360183431168,489,2319
734559631394082816,354,1376
733828123016450049,716,3302
733822306246479872,925,3385
733482008106668032,853,2876
733460102733135873,1137,3869
733109485275860992,15486,49321
732732193018155009,482,2225
732726085725589504,797,3290
732585889486888962,713,3355
732375214819057664,2282,7420
732005617171337216,4869,13679
731285275100512256,901,3218
731156023742988288,1142,3543
730924654643314689,1785,5635
730573383004487680,1912,4455
730427201120833536,939,3199
730211855403241472,958,3488
730196704625098752,1704,4441
